"","Lot Frontage","Lot Area","Year Built","Year Remod/Add","Mas Vnr Area","BsmtFin SF 1","BsmtFin SF 2","Bsmt Unf SF","Total Bsmt SF","1st Flr SF","2nd Flr SF","Low Qual Fin SF","Gr Liv Area","Bsmt Full Bath","Bsmt Half Bath","Full Bath","Half Bath","Bedroom AbvGr","Kitchen AbvGr","TotRms AbvGrd","Fireplaces","Garage Yr Blt","Garage Cars","Garage Area","Wood Deck SF","Open Porch SF","Enclosed Porch","3Ssn Porch","Screen Porch","Pool Area","Misc Val","Mo Sold","Yr Sold","Longitude","Latitude","MS SubClass","MS Zoning","Street","Lot Shape","Land Contour","Utilities","Lot Config","Land Slope","Neighborhood","Condition 1","Condition 2","Bldg Type","House Style","Overall Qual","Overall Cond","Roof Style","Roof Matl","Exterior 1st","Exterior 2nd","Mas Vnr Type","Exter Qual","Exter Cond","Foundation","Bsmt Qual","Bsmt Cond","Bsmt Exposure","BsmtFin Type 1","BsmtFin Type 2","Heating","Heating QC","Central Air","Electrical","Kitchen Qual","Functional","Fireplace Qu","Garage Type","Garage Finish","Garage Qual","Garage Cond","Paved Drive","Sale Type","Sale Condition","SalePrice"
"2791",85,12633,2007,2007,290,1640,0,338,1978,1978,0,0,1978,1,0,2,0,2,1,7,1,2007,3,920,308,52,0,0,0,0,0,5,2009,-93.651703,41.992964,"020","RL","Pave","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story","9","5","Hip","CompShg","CemntBd","CmentBd","Stone","Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","WD ","Normal","425000"
"2792",85,11447,2005,2006,674,1571,0,393,1964,1964,0,0,1964,1,0,2,1,3,1,7,1,2005,3,892,0,265,0,0,0,0,0,6,2008,-93.647214,41.993611,"020","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story","8","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","WD ","Normal","370000"
"2793",88,11443,2005,2006,208,1460,0,408,1868,2028,0,0,2028,1,0,2,0,2,1,7,2,2005,3,880,326,66,0,0,0,0,0,3,2006,-93.64898,41.993258,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story","8","5","Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","New","Partial","369900"
"2794",88,11577,2005,2006,382,1455,0,383,1838,1838,0,0,1838,1,0,2,0,3,1,9,1,2005,3,682,161,225,0,0,0,0,0,9,2006,-93.647474,41.993047,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story","9","5","Hip","CompShg","VinylSd","VinylSd","BrkFace","Ex","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","New","Partial","359900"
"2795",88,12665,2005,2006,245,0,0,1094,1094,1133,1349,0,2482,0,0,2,1,4,1,9,1,2005,3,642,144,39,0,0,0,0,0,2,2007,-93.647569,41.993261,"060","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story","8","5","Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","Gd","Gd","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","WD ","Normal","281213"
"2796",125,31250,1951,1951,0,0,0,0,0,1600,0,0,1600,0,0,1,1,3,1,6,0,1951,1,270,0,0,135,0,0,0,0,5,2006,-93.610268,41.99222,"020","A (agr)","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Artery","Norm","1Fam","1Story","1","3","Gable","CompShg","CBlock","VinylSd","None","TA","Fa","CBlock","None","None","None","None","None","GasA","TA","Y","FuseA","TA","Mod","None","Attchd","Unf","Fa","TA","N","WD ","Normal","81500"
"2797",85,15300,1965,1977,0,42,0,1026,1068,1264,0,0,1264,1,0,1,0,2,1,7,1,1965,2,528,0,0,0,0,0,0,0,6,2010,-93.60743,41.99321,"020","RL","Pave","Reg","Bnk","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","5","Hip","CompShg","Plywood","HdBoard","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","Y","WD ","Normal","169000"
"2798",75,12518,1968,1968,182,532,0,476,1008,1008,0,0,1008,0,0,1,0,3,1,6,0,1968,1,384,144,0,0,0,0,0,0,4,2009,-93.6042638,41.9935397,"020","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","139500"
"2799",97,8940,1997,1998,200,1309,0,35,1344,1344,0,0,1344,2,0,2,0,2,2,8,0,1997,4,784,0,0,0,0,0,0,0,11,2008,-93.608267,41.99338,"090","RM","Pave","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","Gd","PConc","Gd","Gd","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Alloca","209200"
"2800",78,7060,1997,1998,200,1309,0,35,1344,1344,0,0,1344,2,0,2,0,2,2,8,0,1997,4,784,0,0,0,0,0,0,0,11,2008,-93.608343,41.993335,"090","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","Gd","PConc","Gd","Gd","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Alloca","206300"
"2801",78,7020,1997,1997,200,1243,0,45,1288,1368,0,0,1368,2,0,2,0,2,2,8,0,1997,4,784,0,48,0,0,0,0,0,11,2006,-93.608343,41.99329,"090","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer","7","5","Gable","CompShg","MetalSd","MetalSd","BrkFace","TA","Gd","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","215000"
"2802",100,21750,1960,2006,75,0,0,0,0,1771,0,0,1771,0,0,1,0,3,1,9,1,1960,2,336,0,0,0,0,0,0,0,11,2009,-93.608359,41.992193,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","4","Hip","CompShg","HdBoard","HdBoard","BrkFace","TA","Fa","Slab","None","None","None","None","None","GasA","TA","Y","SBrkr","TA","Min1","TA","Attchd","Unf","TA","TA","Y","WD ","Normal","115000"
"2803",93,10114,2004,2005,0,0,0,1430,1430,1430,0,0,1430,0,0,2,0,3,1,7,0,2004,2,624,0,0,0,0,0,0,0,3,2010,-93.608372,41.990934,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Ex","TA","Av","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","173500"
"2804",70,8402,2007,2007,0,206,0,914,1120,1120,0,0,1120,0,0,1,0,3,1,6,0,1979,0,0,0,30,0,0,0,0,0,12,2007,-93.610102,41.990054,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Feedr","Norm","1Fam","1Story","5","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","New","Partial","147000"
"2805",77,9278,2007,2008,0,0,0,1092,1092,1092,0,0,1092,0,0,1,0,2,1,5,0,1979,0,0,0,52,0,0,0,0,0,2,2008,-93.610145,41.990054,"020","RL","Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Feedr","Artery","1Fam","1Story","5","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Abnorml","146000"
"2806",200,43500,1953,1953,0,0,0,0,0,2034,0,0,2034,0,0,1,0,2,1,9,0,1953,4,1041,483,266,0,0,0,561,0,6,2007,-93.610118,41.992318,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Artery","Norm","1Fam","1Story","3","5","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","None","None","None","None","None","GasA","Ex","Y","SBrkr","TA","Min1","None","2Types","RFn","TA","TA","N","WD ","Normal","130000"
"2807",62,6710,1996,1997,134,16,904,0,920,936,0,0,936,2,0,0,1,0,1,3,0,1996,2,460,0,40,0,0,0,0,0,6,2007,-93.608192,41.993356,"120","RM","Pave","IR1","Lvl","AllPub","FR3","Gtl","Mitchel","Norm","Norm","TwnhsE","SFoyer","6","5","Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Ex","TA","Av","Rec","GLQ","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","140000"
"2808",32,4500,1998,1998,116,897,0,319,1216,1216,0,0,1216,1,0,2,0,2,1,5,0,1998,2,402,0,125,0,0,0,0,0,5,2006,-93.608195,41.993173,"120","RM","Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","Twnhs","1Story","6","5","Hip","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","164000"
"2809",32,4500,1998,1998,443,1201,0,36,1237,1337,0,0,1337,1,0,2,0,2,1,5,0,1998,2,405,0,199,0,0,0,0,0,3,2006,-93.608195,41.99315,"120","RM","Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story","6","5","Hip","CompShg","VinylSd","VinylSd","BrkFace","TA","Gd","PConc","Ex","Gd","No","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","153500"
"2810",32,4500,1998,1998,320,866,0,338,1204,1204,0,0,1204,1,0,2,0,2,1,5,0,1998,2,412,0,247,0,0,0,0,0,6,2009,-93.608196,41.993128,"120","RM","Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story","6","5","Hip","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","162000"
"2811",32,4500,1997,1997,197,864,0,325,1189,1189,0,0,1189,1,0,2,0,2,1,4,0,1997,2,392,0,122,0,0,0,0,0,4,2008,-93.608197,41.993059,"120","RM","Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story","6","5","Hip","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","160500"
"2812",68,4500,1999,1999,425,883,0,341,1224,1224,0,0,1224,1,0,2,0,2,1,5,0,1999,2,402,0,304,0,0,0,0,0,6,2009,-93.60821,41.992122,"120","RM","Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story","6","5","Hip","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","Fin","TA","TA","Y","WD ","Normal","165000"
"2813",150,14137,1964,1964,98,865,247,88,1200,1200,0,0,1200,1,0,1,0,3,1,6,0,1964,3,850,0,119,0,0,171,0,0,11,2008,-93.606374,41.993185,"085","RL","Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer","4","5","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","Gd","TA","Av","ALQ","LwQ","GasA","Gd","Y","SBrkr","TA","Typ","None","2Types","Fin","TA","TA","Y","ConLD","Normal","173000"
"2814",94,25286,1963,1963,0,633,0,431,1064,1040,0,0,1040,1,0,1,0,3,1,5,0,1963,2,648,0,0,0,0,0,0,0,1,2007,-93.605507,41.993107,"020","RL","Pave","Reg","HLS","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story","4","5","Gable","CompShg","HdBoard","Plywood","None","TA","TA","PConc","TA","TA","Gd","ALQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","132250"
"2815",100,25000,1967,1967,0,0,0,1632,1632,1632,0,0,1632,0,0,2,0,4,2,8,0,1967,2,576,0,0,0,0,0,0,0,6,2007,-93.6072813,41.9927922,"090","RL","Pave","Reg","Low","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story","5","4","Gable","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","Av","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","P","WD ","Normal","143000"
"2816",94,9400,1971,1971,0,0,0,912,912,912,912,0,1824,0,0,2,2,4,2,8,0,1979,0,0,128,0,0,0,0,0,0,4,2010,-93.607622,41.993253,"090","RL","Pave","Reg","Low","AllPub","Corner","Gtl","Mitchel","Norm","Norm","Duplex","2Story","6","5","Mansard","CompShg","MetalSd","Wd Shng","None","TA","TA","CBlock","TA","TA","Av","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","139000"
"2817",68,11875,1999,1999,0,0,0,1344,1344,1344,0,0,1344,0,0,2,0,3,1,7,1,2001,2,686,328,0,0,0,0,0,0,6,2010,-93.608223,41.991004,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","WD ","Normal","166500"
"2818",68,32463,1961,1975,149,1159,0,90,1249,1622,0,0,1622,1,0,1,0,3,1,7,1,1975,4,1356,439,0,0,0,0,0,0,3,2007,-93.607395,41.991211,"190","RL","Pave","Reg","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","2fmCon","1Story","4","4","Gable","CompShg","MetalSd","MetalSd","Stone","TA","Gd","CBlock","TA","TA","Av","BLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","2Types","Fin","TA","TA","Y","WD ","Normal","168000"
"2819",90,17217,2006,2006,0,0,0,1140,1140,1140,0,0,1140,0,0,1,0,3,1,6,0,1979,0,0,36,56,0,0,0,0,0,7,2006,-93.607142,41.990054,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Abnorml","84500"
"2820",44,4224,1976,1976,0,840,0,200,1040,1060,0,0,1060,1,0,1,0,3,1,6,1,1976,2,572,100,110,0,0,0,0,0,6,2007,-93.605355,41.992917,"120","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story","5","7","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","Y","WD ","Normal","129900"
"2821",44,4224,1976,1976,0,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,1976,2,528,536,90,0,0,0,0,0,8,2007,-93.605354,41.99284,"120","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story","5","5","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","PConc","Gd","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Po","Attchd","Fin","TA","TA","Y","WD ","Normal","134000"
"2822",68,4224,1975,1975,0,769,0,271,1040,1040,0,0,1040,0,0,1,0,3,1,6,0,1975,2,499,0,100,0,0,0,0,0,6,2008,-93.605351,41.99261,"120","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story","5","6","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","124000"
"2823",68,2665,1976,1976,0,0,0,264,264,616,688,0,1304,0,0,1,1,3,1,4,1,1976,1,336,141,24,0,0,0,0,0,6,2008,-93.604649,41.991372,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","5","6","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","PConc","Gd","TA","Mn","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","BuiltIn","Fin","TA","TA","Y","WD ","Normal","115000"
"2824",41,2665,1977,1977,0,0,0,264,264,616,688,0,1304,0,0,1,1,3,1,5,1,1977,1,336,141,0,0,0,0,0,0,5,2006,-93.604391,41.990993,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","5","6","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","PConc","Gd","TA","Mn","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","BuiltIn","RFn","TA","TA","Y","WD ","Normal","104500"
"2825",41,2665,1976,1976,0,318,0,232,550,925,550,0,1475,0,0,2,0,4,1,6,1,1976,1,336,92,26,0,0,0,0,0,5,2008,-93.604184,41.990899,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","5","7","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","PConc","Gd","TA","No","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","Y","WD ","Normal","129500"
"2826",41,2665,1977,1977,0,548,173,36,757,925,550,0,1475,0,0,2,0,4,1,6,1,1977,1,336,104,26,0,0,0,0,0,7,2006,-93.603922,41.990523,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","5","6","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","PConc","TA","TA","No","ALQ","Rec","GasA","Ex","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","WD ","Normal","127000"
"2827",42,3964,1973,1973,0,837,0,105,942,1291,1230,0,2521,1,0,2,1,5,1,10,1,1973,2,576,728,20,0,0,0,0,0,6,2006,-93.603518,41.991731,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","6","4","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","No","ALQ","Unf","GasA","Gd","Y","SBrkr","TA","Maj1","Gd","Attchd","Fin","TA","TA","Y","WD ","Normal","151400"
"2828",68,1974,1973,1973,0,334,0,212,546,546,546,0,1092,0,0,1,1,3,1,6,0,1973,1,286,120,96,0,0,0,0,0,5,2010,-93.60359,41.991861,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","4","5","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","83500"
"2829",21,1974,1973,2006,0,501,0,25,526,526,462,0,988,1,0,1,0,2,1,5,0,1973,1,297,120,101,0,0,0,0,0,6,2008,-93.603601,41.991883,"180","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer","4","7","Gable","CompShg","CemntBd","CmentBd","None","TA","Gd","CBlock","Gd","TA","Av","GLQ","Unf","GasA","Gd","Y","SBrkr","TA","Typ","None","BuiltIn","RFn","TA","TA","Y","WD ","Normal","105000"
"2830",21,1596,1973,1973,0,462,0,0,462,526,462,0,988,1,0,1,0,2,1,5,0,1973,1,297,120,101,0,0,0,0,0,11,2009,-93.604252,41.991786,"180","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl","4","5","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","BuiltIn","Unf","TA","TA","Y","WD ","Normal","91000"
"2831",21,1596,1973,1973,0,437,0,25,462,526,462,0,988,1,0,1,0,1,1,4,1,1973,1,297,0,101,0,120,0,0,0,7,2008,-93.604269,41.991779,"180","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl","4","6","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Po","BuiltIn","RFn","TA","TA","Y","WD ","Normal","94900"
"2832",31,2394,1973,1973,0,915,0,30,945,945,0,0,945,1,1,1,0,2,1,5,1,1973,1,253,174,0,56,0,108,0,0,5,2010,-93.604318,41.991758,"120","RM","Pave","Reg","Low","AllPub","Inside","Mod","MeadowV","Norm","Norm","Twnhs","1Story","5","6","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Po","Attchd","RFn","TA","TA","Y","WD ","Normal","119500"
"2833",36,2592,1976,1976,0,129,232,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,1976,1,336,182,0,0,0,0,0,0,4,2010,-93.604425,41.991876,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","5","3","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","No","Rec","BLQ","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","85000"
"2834",62,9858,1968,1968,0,510,0,354,864,874,0,0,874,1,0,1,0,3,1,5,0,1968,1,288,33,0,0,0,0,0,600,11,2009,-93.604218,41.992919,"020","RL","Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","130000"
"2835",58,10172,1968,2003,0,441,0,423,864,874,0,0,874,1,0,1,0,3,1,5,0,1968,1,288,0,120,0,0,0,0,0,10,2006,-93.604279,41.993062,"020","RL","Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","5","7","Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","Attchd","RFn","TA","TA","Y","WD ","Normal","126500"
"2836",68,11836,1970,1970,0,149,0,1503,1652,1652,0,0,1652,0,0,2,0,4,2,8,0,1970,3,928,0,0,0,0,0,0,0,3,2006,-93.601089,41.991574,"090","RL","Pave","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","Duplex","1Story","5","5","Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","2Types","Unf","TA","TA","Y","WD ","Normal","146500"
"2837",21,1470,1970,1970,0,522,0,108,630,630,0,0,630,1,0,1,0,1,1,3,0,1979,0,0,0,0,0,0,0,0,0,4,2006,-93.603181,41.992303,"180","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer","4","6","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","Av","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","73000"
"2838",21,1476,1970,1970,0,176,0,370,546,546,546,0,1092,0,0,1,1,3,1,5,0,1979,0,0,200,26,0,0,0,0,0,3,2010,-93.603435,41.992212,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story","4","7","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","76000"
"2839",21,1526,1970,2002,0,515,0,115,630,630,0,0,630,1,0,1,0,1,1,3,0,1970,1,286,0,0,0,0,0,0,0,5,2009,-93.603479,41.992185,"180","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer","4","8","Gable","CompShg","CemntBd","CmentBd","None","TA","Gd","CBlock","Gd","TA","Av","GLQ","Unf","GasA","TA","Y","SBrkr","Gd","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","86000"
"2840",21,1484,1972,1972,0,252,0,294,546,546,546,0,1092,0,0,1,1,3,1,5,0,1972,1,253,0,0,0,0,0,0,0,5,2006,-93.603524,41.992159,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","4","4","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","Fa","Y","WD ","Normal","79400"
"2841",21,1504,1972,1972,0,252,0,294,546,546,546,0,1092,0,0,1,1,3,1,5,0,1972,1,253,0,0,0,0,0,0,0,5,2007,-93.603546,41.992145,"160","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story","4","4","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y","WD ","Normal","85500"
"2842",21,1491,1972,1972,0,150,480,0,630,630,0,0,630,1,0,1,0,1,1,3,0,1979,0,0,96,24,0,0,0,0,0,5,2010,-93.60359,41.992119,"180","RM","Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","SFoyer","4","6","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","CBlock","Gd","TA","Av","LwQ","GLQ","GasA","Ex","Y","SBrkr","TA","Typ","None","None","None","None","None","Y","WD ","Normal","75500"
